id,userId,projectId,status,createdAt,updatedAt,motivation
cmdudbeev0009l804fy7kmcc3,cmducr047000alb0429h3t7nt,cmdnev4fx000h47bc5dvuypy4,PENDING,8/2/2025 14:48:53,8/2/2025 14:48:54,"I enjoy supporting people with learning about themselves and gaining knowledge on mental health especially in todays day and age, as society can be difficult to navigate. furthermore, i’ve been selected as the mental health leader in my school, and for two years have been working with students in my school to understand there mental well being and give support to students who have been struggling by talking through the issues they experience and how to overcome them. "
cmdudd811000plb04tqiufbfp,cmducx1jq000clb044500re89,cmdnev3o0000f47bc5ri578uj,PENDING,8/2/2025 14:50:18,8/2/2025 14:50:19,i am really interested in video production and i want to grow as a video editor 
cmdudk5ot000hl804zpi8f5lf,cmdud9gzz0004l8049p6yb7wc,cmdnev7jb000p47bcymbgpgn2,PENDING,8/2/2025 14:55:41,8/2/2025 14:55:42,I like building apps that are actually needed and i like problem solving
cmdueb70w000jl4040725hffe,cmdu7bbz1001dkw04c38u2s7g,cmdnev57b000j47bcoo9tskz5,PENDING,8/2/2025 15:16:43,8/2/2025 15:16:44,"I think what excites me for this is the combination of sustainability and analytics.The chance to actually attempt working in the real world is a great oppurtunity for me to grow,im also excited to learn the role of financing and data analyzation in supporting renewable energy projects.being part of a team working towards a cleaner future while learning from professionals motivates me and thats one of the main reasons i want this internship."
cmduecuvc000nl404sa1nlxri,cmdub6eal0002l704dsposack,cmdnev4fx000h47bc5dvuypy4,PENDING,8/2/2025 15:18:00,8/2/2025 15:18:01,"I’m interested in this project because it combines two areas I care deeply about—technology and mental health. I believe digital tools can play a transformative role in making mental health support more accessible and less stigmatized. Contributing to an app that helps people track their well-being and connect with professional support feels like meaningful work, and I’m excited to apply my skills in a way that can genuinely improve lives."
cmdufo8tf0003kv044iv9pi6i,cmduff8nk0006ih041ggn2qjx,cmdnev1cp000947bc3r73y9is,PENDING,8/2/2025 15:54:51,8/2/2025 15:54:52,I am interested in this project as it will allow me to showcase my skills and capabilities as a designer and developer for a webapp or a mobile app
cmdufpcm60001l704q0mo3wxf,cmdufhhfj0008ih043zww7wci,cmdnev61g000l47bcqvcbqxqb,PENDING,8/2/2025 15:55:43,8/2/2025 15:55:44,"The concept of using AI excites, such as LLMs and the use of huge databases to create great projects "
cmdugngjt0005l904y7bby81c,cmdug7yxu0008l804e9pqixas,cmdnev245000b47bc6nyfkb77,PENDING,8/2/2025 16:22:14,8/2/2025 16:22:15,"i’m drawn to this project because i care about how cities can be more than just livable—they can be fair, inclusive, and inspiring i love diving into research and connecting the dots between big ideas and real-world impact this feels like a chance to work on something that matters and to learn how bold thinking can shape better futures for the people who need it most"
cmdugqk0e0009js04l2q4ahrk,cmdug7yxu0008l804e9pqixas,cmdnev4fx000h47bc5dvuypy4,PENDING,8/2/2025 16:24:39,8/2/2025 16:24:40,"i’ve seen how hard it can be for people to ask for help and how powerful it is when they finally do that’s why this project matters to me it’s a chance to help build something that shows up for people when they need it most something that listens without judgment and makes support feel closer and more human i want to be part of creating that kind of impact through something as simple and powerful as an app
"
cmdujbqe00001le04x7crirqm,cmduff8nk0006ih041ggn2qjx,cmdnev7jb000p47bcymbgpgn2,PENDING,8/2/2025 17:37:06,8/2/2025 17:37:07,
cmduk3fp80001ib04it1l7g7g,cmdujtgeg0004le047k6fv7cm,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/2/2025 17:58:38,8/2/2025 17:58:39,
cmduuv4ny0003ib04lcheund5,cmduuaz7e0000k4043rxyjzfn,cmdu9a8s70005jv04c0n74lvi,PENDING,8/2/2025 23:00:07,8/2/2025 23:00:08,"Because its cool and i forgot about dat one doe fr

"
cmduuw5b30009ld04wm3dqk4k,cmduuaz7e0000k4043rxyjzfn,cmdnev921000t47bctzmxc0my,PENDING,8/2/2025 23:00:54,8/2/2025 23:00:55,qfewdsafdsae2tk;r3wjenglkebtkewnrpewsdpfndwopnjfgpoewngwnowengopwrn
cmduuwt40000bld049vxqkcsf,cmduuaz7e0000k4043rxyjzfn,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/2/2025 23:01:25,8/2/2025 23:01:26,fwnefnoewjfopenfpienfkgpenkpnwfdponwedknfkwdbngkviwebdsakvlnbdwsklxnv kldws vklwd swdfw
cmduuxe380007ib04lamg9h6x,cmduuaz7e0000k4043rxyjzfn,cmdnev6sh000n47bc5i86j7gf,PENDING,8/2/2025 23:01:52,8/2/2025 23:01:53,wqlrkneporo[23kr03j2opirnwfqip32orj1op23jrwopqdine2ioqwhfo[jqw[sfoan
cmdv0s0ld0005l404ob89slv7,cmdv0igmh0000l404pdwsqco9,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 1:45:39,8/3/2025 1:45:40,"I’m really interested in cybersecurity and want to learn hands-on, build real skills, and be part of something that matters."
cmdv74m6s0001ib04dxe85yzm,cmdv6ssg70000kz04j2yeejln,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 4:43:25,8/3/2025 4:43:26,Wants to get hands on experience in the cyber security field. And learn under the professionals at SecureLearn
cmdvebrma000vi3043xxf2kx8,cmdve0smd000qi304fjb6lqss,cmdneuyyi000347bczep58ipr,PENDING,8/3/2025 8:04:56,8/3/2025 8:04:56,I’ve done marketing before that’s also integrated with AI
cmdvfq0qz0001la0420t7mov9,cmdvfbexd0006jl04lquui45z,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 8:44:00,8/3/2025 8:44:01,"Putting usage of Social Media into Good use and learn from its Machine Learning, their guidelines, Backened processes and with that Create a positive impact "
cmdvgfsa9000fla04ulcfz5if,cmdvg76wh0002k004bdt73ewf,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 9:04:02,8/3/2025 9:04:03,Liked the idea of social media and doing campaign about it 
cmdvhwsp5000jjx04qphotmao,cmdvfyibf0008la0432knxiaw,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 9:45:16,8/3/2025 9:45:17,"I'm interested in a cybersecurity internship because I’m passionate about protecting systems from real-world threats. I want to gain hands-on experience, learn from industry professionals, and apply my knowledge in a practical setting. I’m especially drawn to ethical hacking and defensive strategies, and I see this internship as a key step toward building a strong foundation for my cybersecurity career.

"
cmdvinrif0015jx04d30vur4u,cmdvigc7z000cjx04eoxcot20,cmdnev2w4000d47bcqit8llur,PENDING,8/3/2025 10:06:14,8/3/2025 10:06:15,I have an immense amount of experience in both the Blockchain and in Supply chain i believe to be the perfect candidate for the job.
cmdvjrubs0007jm04eejy9yu3,cmdvjimvj0000jm04gwx7wf3t,cmdneuyyi000347bczep58ipr,PENDING,8/3/2025 10:37:24,8/3/2025 10:37:24,I want to learn about ai in content creation and social media
cmdvjyzn3001hjx04tnzme5h5,cmdviydjd0016jx04l90o3e2o,cmdnev57b000j47bcoo9tskz5,PENDING,8/3/2025 10:42:57,8/3/2025 10:42:58,"As an Environmental science and sustainability major, I'm strongly passionate about renewable energy. I look forward to finding new ways to create a cleaner future. "
cmdvlf1u90005l104b27phze6,cmdvl5ljl000ljm04ex07avrb,cmdneuzre000547bcqzwir5u9,PENDING,8/3/2025 11:23:26,8/3/2025 11:23:27,i’m interested in this project because it aligns with my passion and creativity for fashion.
cmdvohftp000jl905cd8f8idp,cmdvo8br20006l905qyhbcnzv,cmdnev57b000j47bcoo9tskz5,PENDING,8/3/2025 12:49:16,8/3/2025 12:49:17,"I'm passionate about sustainable solutions and see renewable energy as a key part of the future. With my mechanical engineering background, I want to apply my technical skills to support impactful investments that drive clean energy innovation and make a real-world difference."
cmdvoz8pa0007jx04k7c4adj7,cmdvoj4md0002lb0481bgb04w,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 13:03:07,8/3/2025 13:03:08,"I believe in trying new things, and social media campaigns seem like an interesting way of gaining some experience in my free time."
cmdvp7tti0005l804kyxw1qwc,cmdvoyu0u0000l704jlqdomad,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 13:09:48,8/3/2025 13:09:49,I would love to learn more about the cybersecurity Feild since I’m already in the computer science Feild. I’m looking for on hand practice 
cmdvp94nl0003l704oohww3jm,cmdvom1fy0006lb048jjxat14,cmdneuy53000147bchyjf8l90,PENDING,8/3/2025 13:10:48,8/3/2025 13:10:49,I am interested in this project plan because as an engineering student I am trained to think analytically and focus on functionality. It also allows me to combine my passion for problem solving and design enabling me to put these skills on the table. 
cmdvpbq7w0007l704zmvq0v2z,cmdvoj4md0002lb0481bgb04w,cmdnev7jb000p47bcymbgpgn2,PENDING,8/3/2025 13:12:50,8/3/2025 13:12:50,"I am currently unemployed after high school and would require something to do in my free time, this project doesn't align with my goals because I plan on doing a business major, but such an app, would be quite useful to the society and I believe in going green"
cmdvpgf9e000pl804oc6xnxhq,cmdvom1fy0006lb048jjxat14,cmdneuyyi000347bczep58ipr,PENDING,8/3/2025 13:16:29,8/3/2025 13:16:29,Perfectly aligns with my interests in content creation and video editing helping me expand my portfolio into the world of content creation 
cmdvpoaqd000bl7049mf34d4z,cmdvoj4md0002lb0481bgb04w,cmdnet6ze0008475bbkbutcdd,PENDING,8/3/2025 13:22:36,8/3/2025 13:22:37,"Fashion has always been something I enjoyed, but couldn't pursue as a major due to parental restrictions and since it's interlinked with marketing, as a business student, I could use this internship as a great deal on personal statement for university."
cmdvswpj90007jm04juk2p6dh,cmdvslraw000al4048qhzvdw3,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 14:53:07,8/3/2025 14:53:08,"I want to learn and grow during this project, it will also be very informative."
cmdw10f8h000bjp04q401oka2,cmdw0hiyn000el904fhqekor3,cmdnev921000t47bctzmxc0my,PENDING,8/3/2025 18:39:57,8/3/2025 18:39:58,"I’m interested in smart city projects because they combine my passion for engineering, sustainability, and real-world impact. They allow me to apply my skills in automation, IoT, and system design to improve urban living. As a Mechatronics Engineering student, I’m excited by the opportunity to create smarter, more efficient, and people-focused environments through technology."
cmdw1fje80003l805o63o2h0m,cmdw18oyn0018l904hxkjng7i,cmdnev7jb000p47bcymbgpgn2,PENDING,8/3/2025 18:51:43,8/3/2025 18:51:44,"It helps reduce waste and keeps people mindful towards the less fortunate, like people in gaza. "
cmdw1he1n001bl904tzazf0x5,cmdw18oyn0018l904hxkjng7i,cmdnev1cp000947bc3r73y9is,PENDING,8/3/2025 18:53:09,8/3/2025 18:53:10,I am a student going into healthcare and would love to contribute to this
cmdw29g950005ie04yq8np9hi,cmdw1nylu001el904f2gi164g,cmdnev61g000l47bcqvcbqxqb,PENDING,8/3/2025 19:14:58,8/3/2025 19:14:59,I am confident that Ai will change our world and will definitely have a positive impact on our future and our community and especially here in the UAE whe value and support Ai just like our president Mohammed bin Zayed. I am willing to major in Ai and study in the United States and this internship will definitely help me in my college application and in life generally.
cmdw2tsut000fie04j5p67q9m,cmdw27u5m0000ie04co9r8mg3,cmdnev7jb000p47bcymbgpgn2,PENDING,8/3/2025 19:30:48,8/3/2025 19:30:49,"I am interested in this food waste reduction program because its one of the most easiest yet it leaves the most impact . As a teen you never know what happens in your household because your parents take care of it for you . This gives you a chance to walk in and experience the work load and the outcomes , efforts and everything that is put in ."
cmdw4luvj0003jj04bycbqe3q,cmdw467ft000qie04v6342wp9,cmdnev4fx000h47bc5dvuypy4,PENDING,8/3/2025 20:20:36,8/3/2025 20:20:37,"one thing society and cultures in the uae dont value is mental health, i personally come from a very strict, mentally draining household, mental health should be valued, i healed by setting boundires and taking care of my mental health, and i would love to do the same for many others! i would love to contribute in any way possible!"
cmdw4uax20015ie04wyvbkh1y,cmdu1gger000il204h0u6pa95,cmdneuy53000147bchyjf8l90,PENDING,8/3/2025 20:27:10,8/3/2025 20:27:11,"I’m particularly interested in this project because of my experience building my project FinWise, an AI-powered personal finance solution that dynamically manages budgets based on real-time SMS data. Through FinWise, I explored how intelligent agents and conversational interfaces can make financial. "
cmdw524vq0001l50466jdz2sx,cmdw4pn0n0006l2049r3bkg0j,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 20:33:16,8/3/2025 20:33:17,"believe I’m a great fit for this internship because I bring a mix of curiosity, discipline, and a real drive to learn. I’m about to start my Computer Science degree at TU Delft and I’ve already begun exploring areas like data science and finance. Cybersecurity stands out to me because it’s the backbone of trust in all digital systems. I’ve been independently learning Python, Java and tech fundamentals, and I’m ready to apply that knowledge in a real-world setting."
cmdw547we000ll204r038uj2c,cmdw4qi45000al204idrfsket,cmdneuzre000547bcqzwir5u9,PENDING,8/3/2025 20:34:53,8/3/2025 20:34:54,Aligns with my interest in environmental management 
cmdw56w6t0009l504ululpuby,cmdw4qi45000al204idrfsket,cmdnev57b000j47bcoo9tskz5,PENDING,8/3/2025 20:36:58,8/3/2025 20:36:58,Very interested in renewable energy sources in different climates amd aligns with my environmental career path
cmdw5brjk000pl204gpc2ez32,cmdu1gger000il204h0u6pa95,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 20:40:45,8/3/2025 20:40:46,I'm particularly interested in this project because it aligns well with my degree and interests. I believe my academic and practical knowledge will help us make an interactive and encouraging learning experience.
cmdw5c3ow000rl204ujbkp987,cmdw4qi45000al204idrfsket,cmdnet6ze0008475bbkbutcdd,PENDING,8/3/2025 20:41:01,8/3/2025 20:41:01,"Interested in fashion ,environment and marketing.This project involves all 3"
cmdwacmk00001jf047zs1ctcc,cmdw9kdda0002l204t400nkal,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 23:01:23,8/3/2025 23:01:24,This is the most relatable in todays times and will allow me grow more around leading a social media campaign.
cmdwargfi0005kv04jbn38ydf,cmdw91jsf0000ju04via1c0qt,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/3/2025 23:12:55,8/3/2025 23:12:56,"My interest in this internship stems from a collaboration of my interests and duty, where the interest is for technology and duty is from utilizing the internet safely.With the growing censorship, monitoring , and overall control of users on the internet being armed with knowledge of how to protect yourself , and others helps build a safer environment online.It also aids in preventing fear mongering, as well as differentiating between what is fear mongering and what is the truth."
cmdwb4bs70001jx04jq9028za,cmdwapmeb0002kv04djrwk7dj,cmdu9a8s70005jv04c0n74lvi,PENDING,8/3/2025 23:22:56,8/3/2025 23:22:57,"I’m interested in this project because I enjoy creating content that connects with people. It’s a great chance to build experience in social media marketing, which fits with my goals."
cmdwb5zbn0003jp04l8y6v8q1,cmdwapmeb0002kv04djrwk7dj,cmdnev921000t47bctzmxc0my,PENDING,8/3/2025 23:24:13,8/3/2025 23:24:14,"I’m interested in this internship because it blends tech, data, and real-world impact. I’m excited to learn how analytics can improve urban life, which aligns with my interest in smart technology and sustainable development."
cmdwb96090009jr04nxbog1n4,cmdwapmeb0002kv04djrwk7dj,cmdnev7jb000p47bcymbgpgn2,PENDING,8/3/2025 23:26:42,8/3/2025 23:26:42,"I’m passionate about sustainability, and this role directly supports that. I’m excited to contribute to a project that reduces food waste using tech—something that aligns with my interest in environmental impact and innovation."
cmdwbaz9q000blg04iuzl52sq,cmdwapmeb0002kv04djrwk7dj,cmdnet6ze0008475bbkbutcdd,PENDING,8/3/2025 23:28:06,8/3/2025 23:28:07,"I’m passionate about both fashion and sustainability, so this role is a perfect fit. I’m excited to help promote ethical style choices and grow a brand that reflects values I care about."
cmdwljba20007l704r9zcc27u,cmdu7o1en0000ky04w7wjflvo,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/4/2025 4:14:31,8/4/2025 4:14:32,"The idea of cybersecurity has already been one of my dreams, even from a young age, I have been very interested in computers and pen testing and ethical hacking, this feels like a perfect opportunity to work on and advance those skills and interests"
cmdwqbq380005l10472djs1lp,cmdwq2pat0002jv04cszveadx,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/4/2025 6:28:35,8/4/2025 6:28:36,"I've had to prevent data breaches on databases for the model UN conferences I've lead, as well as for some of my A Level Computer Science coursework. Cybersecurity is a field that relies heavily on education, so hopefully this experience will allow me to make this often intimidating knowledge accessible for my peers."
cmdwuhwrk0007js041twniud0,cmdwu615r0000js04s55tj18p,cmdu9a8s70005jv04c0n74lvi,PENDING,8/4/2025 8:25:22,8/4/2025 8:25:23,It would be a great opportunity for me to learn more about content creation and having hand on work experience with experienced people around me.
cmdwvj7e40005l204vk3drj48,cmdwv37uo0004l704rj1a81qp,cmdneuzre000547bcqzwir5u9,PENDING,8/4/2025 8:54:22,8/4/2025 8:54:23,"I have always been drawn to fashion that tells a story. Sustainable fashion combines creativity with responsibility, and I admire how EcoThread is reshaping the industry with intention. I’m especially excited about this opportunity because I have experience in sustainability-I was an environmental representative at my school and regularly took part in beach cleanups on weekends. This project feels like the perfect way to bring together my interest in fashion and my commitment to the environment."
cmdwx8tc2000pjm04ep4821wz,cmdwx0wes0002kw04xn9qetrk,cmdnev6sh000n47bc5i86j7gf,PENDING,8/4/2025 9:42:17,8/4/2025 9:42:18,"I am excited about this opportunity because it combines creativity with technology, allowing me to gain practical experience in digital art while contributing to innovative projects. As someone passionate about visual storytelling and eager to enhance my design skills, this internship aligns perfectly with my goal of building a career in creative industries where I can blend artistic vision with modern digital tools."
cmdwy7j2r0005gw04t52td1h8,cmdwupcqj0002l7049oeso34d,cmdnetdbb000t475b470ah9og,PENDING,8/4/2025 10:09:16,8/4/2025 10:09:17,"Renewable energy and its contribution to a sustainable future pique my interest. An exceptional opportunity to discover how investments lead to significant environmental solutions is provided by this internship with GreenFuture Capital. As a student who is enthusiastic about innovation and sustainability, I want to comprehend the strategic and financial facets of renewable energy projects. I will gain knowledge and useful skills from this experience that will support my professional objective of"
cmdx0ww2j0005jv04nfydao9r,cmdx0dp480008la04w5c6kfci,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/4/2025 11:24:59,8/4/2025 11:25:00,As I begin my degree in Data Science I want to build a strong foundation in cybersecurity early on. I’m genuinely curious about how digital systems are protected and I believe this internship will help me explore real world threats tools and concepts. Gaining hands on experience now will not only enhance my understanding but also help me make more informed choices as I shape my future in tech.
cmdx1tlc00003jy04kbterlew,cmdx13wty0002l1045evj6mke,cmdnev3o0000f47bc5ri578uj,PENDING,8/4/2025 11:50:25,8/4/2025 11:50:26,"I'm a very experienced video editor. I've been editing videos for well over 5 years, and I have proficiency in using Davinci Resolve. I'm also familiar with other softwares like Adobe After Effects and Premiere Pro"
cmdx1zmaw0007jx04mdir046l,cmdoi5ahl0000ju0476vbr1yy,cmdnev921000t47bctzmxc0my,PENDING,8/4/2025 11:55:06,8/4/2025 11:55:07,Am interested in an Internship.                        
cmdx2g0dx0003jx046gvyarih,cmdx1r7hb000bi904uge2586l,cmdnev3o0000f47bc5ri578uj,PENDING,8/4/2025 12:07:51,8/4/2025 12:07:51,"I feel that the concept of video production is something that I can do and excel. Even though I started this video producing skills 5 months ago, I am open to learn so many things through it. Two months ago, I started using davinci resolve after my favourite text template became pro and I learned so many things through davinci resolve. I get so excited from learning new unique effects, transitions and cool things from editing. "
cmdx4dyjg0003l5048hxvqeti,cmdx45ebq0002l4049hil2hv2,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/4/2025 13:02:14,8/4/2025 13:02:15,I want to explore this field also it will help get me exposure for my career 
cmdx4rgpn0003jf04k6iji0wy,cmdx1r7hb000bi904uge2586l,cmdu9a8s70005jv04c0n74lvi,PENDING,8/4/2025 13:12:44,8/4/2025 13:12:45,"I'm interested in this project because I admire how essay pilot provides accessible resources for students and professional to improve their writing. As someone passionate about social media marketing, I see an exciting opportunity to create engaging campaigns the connect with your audience, highlight tools and increase brand visibility. I'm eager to apply my skills in content creation and audience engagement to help bring more attentin to a platform that genuinely benefits its users. "
cmdx5orx80005jm040dk0z4be,cmdx5e8060002kt04ljhbbso2,cmdnev1cp000947bc3r73y9is,PENDING,8/4/2025 13:38:38,8/4/2025 13:38:39,"I'm passionate about sports science and physiotherapy, and I’m eager to explore how technology can enhance health outcomes. This internship is a great opportunity to gain real-world experience in digital healthcare while contributing to innovations that support recovery, performance, and overall well-being."
cmdx5s53c000jii04s9u2fhb6,cmdx5e8060002kt04ljhbbso2,cmdnev4fx000h47bc5dvuypy4,PENDING,8/4/2025 13:41:15,8/4/2025 13:41:16,"I'm passionate about the connection between physical and mental health, especially in sports and injury recovery. This internship is a chance to learn how digital tools can support mental well-being, and to contribute meaningfully to an app that helps people build resilience and recover stronger."
cmdx7256i0005jq04xphjwxww,cmdx6m4et0002jq04ybcn6m11,cmdu9a8s70005jv04c0n74lvi,PENDING,8/4/2025 14:17:02,8/4/2025 14:17:03,I have always liked marketing and i love working in this field since it is of my highest interest and i know i can do well in the opportunity the company is providing.
cmdxavp9s0001kw042om0p073,cmdx091ab0006la040ek85ns9,cmdnev921000t47bctzmxc0my,PENDING,8/4/2025 16:04:00,8/4/2025 16:04:00,wjqfbqbdkwqlkdglajvXJAKbdiwqbfpieqnfkqbfklqbdfnk;qnf;bnws;k
cmdxazrjx0003jv0479wv2727,cmdx091ab0006la040ek85ns9,cmdu9a8s70005jv04c0n74lvi,PENDING,8/4/2025 16:07:09,8/4/2025 16:07:10,dwfglbewojlbflkeqhiowfdblkcdsqbiofheqw;fhewpbqfougsazklbcejwdgflask;cjnasjvfoisahbchkvsdfuaifogbewkjvgiojlb sa;oxvchkajx
cmdxdfzv60003jp04vwhcfthw,cmdxc7izp000gl504c8c39l2x,cmdnev245000b47bc6nyfkb77,PENDING,8/4/2025 17:15:46,8/4/2025 17:15:47,"I care about real-life problems and I would like to be a part of the solution. This project aligns with my future goal as I aspire to become a lawyer. It offers experience in analytical thinking, project management, which will help me in the future."
cmdxjudsb0005l20441ol1bj9,cmdxjg6yp0000if04zql5levq,cmdnev921000t47bctzmxc0my,PENDING,8/4/2025 20:14:55,8/4/2025 20:14:56,I like using my creativity in digital posters and presentations. It can make me productive
cmdxmuv7x0005la048baaveg3,cmdu0530t0000li043zs4izc2,cmdu9a8s70005jv04c0n74lvi,PENDING,8/4/2025 21:39:16,8/4/2025 21:39:17,"I’m really interested about the AI internship because I’ve been learning Python and machine learning, and I’d love to work on real projects that actually make a difference. I’m eager to learn, grow, and be part of something meaningful with your team.
"
cmdxn2tjc000bla04fz7jci5z,cmdu0530t0000li043zs4izc2,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/4/2025 21:45:27,8/4/2025 21:45:28,"I’m excited about the chance to learn and grow through your cybersecurity internship. I’ve been diving into network security and ethical hacking, and I’d love to help protect real systems while learning from your team. I’m eager to build my skills, take on challenges, and contribute to projects that matter."
cmdxz7gxz0001l704cizi5bs2,cmdr1up83000qkz04rtjhgh9j,cmdneuyyi000347bczep58ipr,PENDING,8/5/2025 3:24:59,8/5/2025 3:25:00,"I’m passionate about AI and ML, having built projects like a music genre classifier using Python. ContentAI Labs excites me because it focuses on real world AI solutions with tangible impact. I’m eager to expand my skills in Python, TensorFlow, and model development, while contributing to meaningful projects and learning from experienced mentors."
cmdxzbtmq0003l404kr6bbxid,cmdr1up83000qkz04rtjhgh9j,cmdnev0kl000747bc2ezzarnw,PENDING,8/5/2025 3:28:22,8/5/2025 3:28:23,"I’m interested in this project because I enjoy working with data to uncover patterns and support decision making. My previous projects involved data preprocessing and analysis, which sparked my interest in analytics. RetailMetrics Pro’s focus on real world insights aligns perfectly with my goal to strengthen skills in SQL, Power BI, and visualization while contributing to impactful projects."
cmdy97lkn000hjv049373okcg,cmdvn426n0000l104mcy0rrex,cmdnev1cp000947bc3r73y9is,PENDING,8/5/2025 8:05:02,8/5/2025 8:05:03,"I’m a healthcare biotechnology graduate with Figma expertise, ready to channel my skills into impactful HealthTech design. As a driven new mom, I’m eager to merge my healthcare insight with UI/UX creativity, master new tools like React Native, and help build innovative, user-friendly applications that truly improve lives"
cmdy9lvbh000djm04wog0lxef,cmdxeg6ns0002jv043kjnk2hx,cmdnev2w4000d47bcqit8llur,PENDING,8/5/2025 8:16:07,8/5/2025 8:16:08,Working in logistics and supply chain is my dream job. I have a clear plan written down for my futures i need hands on experience and help in pursuing my career 
cmdya8kn30001l8043xbkitw5,cmdy9sugq000ejm04wbq54i7y,cmdnetdbb000t475b470ah9og,PENDING,8/5/2025 8:33:47,8/5/2025 8:33:48,"I love creating real-world solutions and naturally think like an entrepreneur and inventor. I prefer working independently over a traditional 9-to-5 because it gives me the freedom to think creatively and solve problems without limits. I’m passionate about tackling global challenges and using my skills to create change. This role is a great opportunity to apply my creativity, analytical thinking, and problem-solving abilities to meaningful work in sustainability something I deeply care about. "
cmdyac6nx000jld04x00c7jjn,cmdy9sugq000ejm04wbq54i7y,cmdnev8a2000r47bcq4a5ecq3,PENDING,8/5/2025 8:36:35,8/5/2025 8:36:36,"I enjoy working independently and thinking like an inventor and entrepreneur. I’m passionate about solving real-world problems, especially in tech and security. This role lets me apply my analytical thinking, problem-solving, and communication skills while gaining hands-on experience to protect digital assets and make an impact."
cmdyahkv4000nld04l3ihtec0,cmdy9sugq000ejm04wbq54i7y,cmdnev57b000j47bcoo9tskz5,PENDING,8/5/2025 8:40:47,8/5/2025 8:40:48,"I’m passionate about solving real-world problems and thinking like an entrepreneur. This role lets me apply my creativity, problem-solving, and analytical skills to make a real impact in sustainability—something I truly care about. I’m excited to contribute meaningful solutions and grow through hands-on experience.

"
cmdyajf4p000rld04t2j0u5r6,cmdy9sugq000ejm04wbq54i7y,cmdnev2w4000d47bcqit8llur,PENDING,8/5/2025 8:42:13,8/5/2025 8:42:13,"I love solving real-world problems and thinking like an entrepreneur and inventor. This project lets me explore AI creatively while applying my skills in problem-solving, analytical thinking, and tech. I prefer hands-on, purpose-driven work over a 9-5, and this is a perfect chance to learn, build, and make real impact."
cmdyatxyq000vld04u8djro47,cmdyai6yd0012jv04ohil4k9g,cmdu9a8s70005jv04c0n74lvi,PENDING,8/5/2025 8:50:24,8/5/2025 8:50:24,I have finished a digital marketing course and also worked as part of the media team and would like to further develop my skills and pit them to good use
cmdyc28x5000zl804y4wijhzg,cmdx5e8060002kt04ljhbbso2,cmdnev245000b47bc6nyfkb77,PENDING,8/5/2025 9:24:51,8/5/2025 9:24:52,"I'm excited to contribute to meaningful, real-world projects that create social impact. With a passion for sports science and health, I want to apply what I’ve learned in a practical setting and grow my skills in communication, analysis, and innovation alongside a mission-driven team."
cmdye526k0003l704xo248yqx,cmdx0dp480008la04w5c6kfci,cmdu9a8s70005jv04c0n74lvi,PENDING,8/5/2025 10:23:01,8/5/2025 10:23:02,I’m deeply interested in this project because it offers the perfect combination of practical experience and innovation in the field of AI. As someone passionate about artificial intelligence and data science I’m excited by the opportunity to work on real world problems alongside experienced professionals. The chance to develop skills in Python and machine learning while contributing to impactful projects aligns with both my academic goals and career ambitions. I’m eager to learn and grow.
cmdyhqyle0007l804twp6sdw7,cmdyh8due0000i3041msyp234,cmdneuyyi000347bczep58ipr,REJECTED,8/5/2025 12:04:02,8/5/2025 12:04:03,"I have always wanted to get into AI and see how many different people work in companies and although it might seem cliché it has been my dream to create content since I started seeing how easily people could lure me in with just the different shooting techniques and their mindsets.
"
cmdyi5j3o000fi3048851xz7w,cmdyh8due0000i3041msyp234,cmdneuy53000147bchyjf8l90,REJECTED,8/5/2025 12:15:22,8/5/2025 12:15:22,"A few years back, I had been the most fascinated little girl just by seeing this show called Winx Club and seeing fairies show off their powers really made me want to be a fairy myself and get into their world so I could be a super cool fairy too. Growing up, I realized my childhood dream would remain a dream but I thought ""Why not live as these real-time character by creating them?"" That's when I knew I wanted to get into design and this project gave me the inspiration for it."
cmdyih7nx0002jo048151nzt2,cmdyh8due0000i3041msyp234,cmdnev8a2000r47bcq4a5ecq3,REJECTED,8/5/2025 12:24:27,8/5/2025 12:24:27,Getting my social media account hacked was my drive for this project. I realized the importance of cybersecurity through my several unfortunate experiences and want to get into the depth of it and really understand how the whole idea of cybersecurity works. What excites me the most is how fun it would be to learn through new experiences and see new people work on projects that intrigue me as well!
